doc_id,llm_primary_pb,llm_primary_conf,llm_secondary_pbs,llm_rejected_pbs,llm_reasoning,inference_time_sec
ca6e200d678b,PB9,High,None,"PB1, PB3","The research measures the interannual variability of the Brewer-Dobson circulation (BDC) speed using Aura/MLS stratospheric water vapor measurements. This study focuses on atmospheric dynamics and transport processes, which aligns with PB9's focus on atmospheric aerosol loading and related climate impacts.",4.281054496765137
3f68844ce318,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the application of data mining techniques to remotely sensed geospatial datasets for knowledge discovery and summarization. The primary variable being analyzed is the spatial distribution patterns derived from these datasets, which does not directly measure or model any biophysical planetary boundary variables.",4.597445487976074
c21a0b99e259,PB1,High,None,"PB2, PB4, PB5, PB6, PB7, PB8, PB9","The research focuses on validating the EPIC crop model's performance under extreme weather conditions, specifically temperature and precipitation extremes. The study measures simulated versus observed yields to assess the reliability of climate change impact simulations. This directly aligns with PB1 (Climate Change) as it quantifies the model’s response to climatic drivers.",5.147987604141235
dbde52e667aa,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract measures variations in ice-rafted detritus (IRD) over geological time scales, indicating periods of increased glaciation and cooling. This analysis focuses on long-term climate changes rather than current biophysical boundaries.",9.623531818389893
01a70dbf979d,PB7,High,None,PB1,"The research focuses on the impact of dispersal processes on Emperor Penguin population dynamics under climate change scenarios. The study models how different dispersal rates and distances affect global population trends, directly addressing ecological responses to human-induced environmental changes (PB7). While climate change is mentioned as a contextual driver, the primary focus is on biodiversity response mechanisms.",4.446254730224609
733ba5fc919b,PB2,High,None,"PB1, PB4, PB5","The abstract measures and models the relationship between pH and O2 levels in coastal waters, specifically focusing on how these variables change due to photosynthesis during daytime. This biophysical analysis directly aligns with PB2's core definition of ocean acidification and its impact on marine carbonate chemistry.",4.19251561164856
6d34726fa878,PB2,High,PB4,"PB1, PB5, PB6, PB7, PB8, PB9","The research measures the effects of increased CO2 levels on plankton community composition, primary production, respiration rates, and carbon export in a coastal area. The study directly quantifies biogeochemical fluxes related to ocean acidification, aligning with PB2's core definition. It does not merely mention but explicitly models the impact of anthropogenic CO2 emissions on marine ecosystems.",6.028517961502075
82b2779f08ea,PB2,High,PB1,"PB3, PB4, PB5, PB6, PB7, PB8, PB9","The study measures the effects of CO2-driven ocean acidification and temperature increases on the photosynthesis of calcified macroalgae. The operational object is the response of marine organisms to altered pH levels and temperatures, which directly aligns with PB2's core definition of human-induced changes in ocean chemistry affecting marine life.",5.800340175628662
23aa02497362,PB2,High,PB4,"PB1, PB5, PB6, PB7, PB8, PB9","The research measures carbonate chemistry, nutrients, and diurnal variability in coral reef metabolism. The study focuses on the impact of submarine groundwater discharge (SGD) enriched with nutrients and low pH on coastal seawater chemistry, directly addressing ocean acidification and nutrient loading issues.",5.09924054145813
caa0f4f9200b,PB1,High,PB7,"PB2, PB3, PB4, PB5, PB6, PB8, PB9","The study measures the impact of climatic parameters and prey densities on adult survival rates of black-legged kittiwakes in their breeding and non-breeding areas. The primary focus is on how environmental conditions affect demographic processes, which aligns with PB1's core definition of human-driven climate alteration affecting ecological systems.",5.549809694290161
958e8ae09926,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The research focuses on the impact of warming on microbial functional gene expressions, which directly relates to ecosystem functioning. The abstract explicitly mentions 'warming' and its effects on microbial genes, aligning with PB1's core definition of human-driven climate alteration.",4.695316791534424
d84d0ce7a4c8,PB2,High,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The research measures the immune response of Mytilus edulis mussels exposed to acidified seawater, focusing on phagocytosis and other immuno-surveillance parameters. The study directly investigates how changes in pH affect marine organisms' physiological condition and functionality, aligning with PB2's core definition of ocean acidification.",5.375683069229126
ab2d096a1aaf,PB4,High,None,"PB1, PB2, PB5, PB6, PB7, PB8, PB9","The research focuses on the biogeochemical responses to projected future nitrate enrichment in the California upwelling system, specifically measuring changes in microbial and ecosystem dynamics due to nutrient loading. This directly aligns with PB4's core definition of disrupting nitrogen cycles through human activity, leading to eutrophication and related impacts.",5.112900972366333
84915f5956b8,PB2,High,None,"PB1, PB4, PB5, PB7, PB8, PB9","The research focuses on the development and testing of a new potentiometric pH sensor with enhanced sensitivity for monitoring seawater pH. The abstract explicitly discusses ocean acidification due to increased atmospheric CO2, impacting marine organisms. This biophysical analysis aligns directly with PB2's core definition.",4.8299360275268555
a31195146871,PB4,High,PB2,"PB1, PB5, PB6, PB7, PB8, PB9","The research measures the oxygen consumption and nutrient regeneration rates during jellyfish decomposition under current and projected ocean conditions for 2100. The study focuses on how changes in pH and temperature affect these biogeochemical processes, directly linking to PB4's core definition of disrupting nitrogen and phosphorus cycles due to human activity.",5.464476108551025
0866b31f11c4,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the use of weird fiction to explore anxieties related to the ecological crisis, focusing on a literary work that highlights the entanglement between human societies and the nonhuman world in times of climate crisis. However, this is purely theoretical and does not involve any biophysical measurements or models. Therefore, it falls outside the Planetary Boundaries framework.",5.179117441177368
9480a86811a3,PB7,High,None,"PB2, PB5","The research measures the ecological response of fish populations to conservation efforts in a marine protected area, focusing on traditional management practices and local community engagement. This aligns with PB7 as it directly assesses biodiversity and habitat integrity through species surveys and interviews with fishermen.",4.1044652462005615
66c76ad14a95,PB1,High,None,"PB2, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses climate change research related to major aquatic species production, focusing on the impact of climate change on these species. The operational object is the effect of climate change on aquatic species, which aligns with PB1's core definition of human-driven alteration of the climate system and its ecological impacts. This is not merely background context but a central theme of the research.",5.4127702713012695
06cdb4126b53,PB7,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB8, PB9","The abstract discusses the discovery and implications of deep microbial life beneath the ocean floor, focusing on how these ecosystems have co-evolved with Earth dynamics over billions of years. The primary focus is on understanding subseafloor microbial ecosystems and their role in planetary habitability, which aligns closely with PB7's emphasis on biosphere integrity and biodiversity.",5.426088094711304
a60e993db94a,PB2,High,None,"PB1, PB7","The study measures the effects of ocean acidification on fertilization success and intracellular pH changes in sea urchin eggs under varying CO2 partial pressures. The operational object is clearly the impact of pH scenarios on biological processes, directly aligning with PB2's core definition of anthropogenic CO2 uptake affecting marine organisms.",4.433034420013428
bdf5eac988ad,PB8,High,None,"PB1, PB4, PB5, PB6, PB7","The abstract focuses on reviewing research and technologies related to polylactide (PLA), a bioplastic, and its waste management strategies within the context of industrial feasibility. The primary variable being discussed is the material itself and its environmental implications, which aligns with the release of synthetic chemicals or modified organisms into the environment. This matches PB8's core definition.",5.105291366577148
aac5539aa27b,PB4,High,None,"PB1, PB5, PB6, PB7, PB8, PB9","The research quantifies the effects of soil pH on N2O emissions and reduction rates through controlled incubation experiments and field measurements. The focus is explicitly on nitrogen biogeochemical processes, particularly denitrification and its impact on N2O production and emission, which directly relates to PB4's core definition.",4.990910291671753
ed3a2e5f0c07,PB4,High,PB2,"PB1, PB7","The research measures the impact of elevated nutrients and temperature on microbial community dynamics in marine sponges. The study focuses explicitly on nutrient levels (total nitrogen) and seawater temperature, which directly relate to biogeochemical flows and ocean acidification. However, the primary focus is on nutrient loading and its effects on biodiversity within the sponge's microbial communities.",5.2616729736328125
080e222eec5e,PB3,High,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the design and deployment of UCATS, a device for measuring atmospheric trace gases including chlorofluorocarbons (CFCs), nitrous oxide (N2O), sulfur hexafluoride (SF6), ozone (O3), water vapor (H2O), methane (CH4), carbon monoxide (CO), and molecular hydrogen (H2). The primary variable being measured is stratospheric ozone, which directly relates to the core definition of PB3. Other gases mentioned do not activate any other PBs as they are not central to the biophysical analysis.",7.3546507358551025
074d00932720,PB3,High,None,"PB1, PB9","The research focuses on the composition of polar stratospheric clouds (PSCs) and the activation of chlorine in relation to temperature history. The study quantifies transitions between PSC compositions and their impact on chlorine activation, directly addressing ozone depletion processes.",3.918679714202881
5b69b4b177c8,PB3,High,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the development of a high-resolution ozone database using satellite and ozonesonde data, emphasizing the regression model fitting for stratospheric ozone abundances. The primary variable measured is ozone abundance, which directly relates to stratospheric ozone depletion. This aligns with PB3's core definition involving ozone layer thinning due to anthropogenic substances.",5.4041221141815186
c8b475531d7e,PB3,High,None,"PB1, PB9","The abstract quantifies the asymmetry of total ozone over Antarctica using TOMS data from 1979 to 2005, focusing on zonal anomalies and their longitudinal positions. This analysis directly pertains to stratospheric ozone levels, which aligns with PB3's core definition of stratospheric ozone depletion.",4.61788010597229
7d15d84ce20e,PB3,High,None,"PB1, PB7","The research measures the impact of UV radiation on photosynthetic recovery in zoospores of Arctic kelp species. The study focuses explicitly on how different light spectra, including UV-A and UV-B, affect photoinhibition and recovery kinetics, directly linking to stratospheric ozone depletion and increased UV exposure. This is not merely background context but the core biophysical analysis.",4.900231122970581
fc1441e078b0,PB1,High,None,PB9,"The research measures the atmospheric column-averaged dry air mole fractions of carbon monoxide (XCO) and methane (XCH4) using satellite data from TROPOMI. The focus is on quantifying greenhouse gases, with XCH4 directly linked to climate change (PB1). While CO impacts air quality, it does not activate a separate PB.",4.816826820373535
50137c06d495,PB2,High,None,"PB1, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the simulation of chemical reactions in polar marine environments using the FREZCHEM model to investigate ozone depletion events and their relation to surface chemistry. The primary variable being modeled is the impact of calcium carbonate precipitation on alkalinity, which directly relates to ocean acidification processes.",5.047656297683716
3159c4d063f0,PB4,High,PB1,"PB2, PB3, PB5, PB6, PB7, PB8, PB9","The research focuses on the impact of Indian monsoon wind intensity changes on oxygen minimum zones (OMZs) in the Arabian Sea, including biogeochemical cycles and ecological responses. The study quantifies OMZ expansion and deepening due to increased biological consumption and ventilation, directly addressing nitrogen and carbon cycle disruptions.",5.72749924659729
da697160487b,None,N/A,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The research focuses on the transport of idealized tracers in a general circulation model, specifically analyzing how geographical resolution affects tracer movement. This study does not measure or model any direct biophysical variable related to Planetary Boundaries but rather examines atmospheric processes that influence air pollutants and radiatively active compounds.",4.628694534301758
f89be8cffe97,PB3,High,None,"PB1, PB9","The research focuses on quantifying measures of ozone loss in the polar vortices, specifically comparing March and October mean column ozone with daily total ozone minima. The study recommends a new measure to better correlate with chemical ozone loss observed within the vortex. This analysis directly pertains to stratospheric ozone depletion.",4.341890335083008
cab713fe6b41,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the factors affecting users' well-being in living spaces, comparing building environmental certifications with a focus on human health and perception. The primary variable being analyzed is the quality of indoor environments as perceived by users, which does not align directly with any biophysical planetary boundary measurements or models.",4.761373519897461
9ba110d31936,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The research focuses on the detection and tracking of volcanic aerosol layers from the Calbuco eruption using satellite and lidar data. The study quantifies the spatial and temporal distribution of these aerosols, particularly their optical properties and impact on Aerosol Optical Depth (AOD) in São Paulo. This analysis directly addresses PB9's core definition of atmospheric aerosol loading.",5.755380630493164
c95e30752adf,PB1,High,PB3,"PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the measurement and analysis of N2O emissions from agricultural practices, which directly relates to greenhouse gas emissions and their mitigation. The core variable being quantified is nitrous oxide (N2O), a potent greenhouse gas linked to climate change and ozone depletion. This aligns with PB1 due to its focus on greenhouse gases and climate impacts, while also touching upon PB3 through the mention of N2O as an ozone-depleting substance.",6.509345054626465
7c0bf746ba69,PB8,High,None,"PB4, PB5","The research measures the presence and enrichment of heavy metals in sediment samples from Deception Bay, calculating indices to determine pollution levels. This analysis directly addresses the release of synthetic chemicals into the environment, aligning with PB8's core definition of novel entities.",3.84858775138855
670ceeb7641d,None,N/A,None,"PB1, PB4, PB5, PB7","The study focuses on the global distribution and characteristics of karst regions, including their geographic extent, topographic settings, climatic zones, and human populations. While it mentions freshwater resources and biodiversity, these are not quantified or modeled as primary variables. The analysis is descriptive and statistical in nature, providing a basis for further research but not directly addressing any biophysical boundary.",4.640153646469116
fa215acb1461,PB8,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB9","The study measures the distribution and geochemical behavior of heavy metals in the dissolved phase and suspended particulate matter within Mar Chiquita Coastal Lagoon over two years. The focus is on environmental pollution from agricultural activities, which aligns with PB8's core definition involving synthetic chemicals and persistent substances released into the environment.",5.222707748413086
4b96859cedec,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the social and economic impacts of industrial civilization, mentioning climate change as a backdrop to justify protests. However, it does not measure or model any biophysical variables related to Planetary Boundaries. The focus is on societal responses rather than direct environmental analysis.",4.5606443881988525
437469852fd9,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the use of climate and Earth system models to reconstruct past climatic events, focusing on the epistemological aspects rather than direct biophysical measurements or modeling. The primary focus is theoretical and does not involve quantification or explicit analysis of any Planetary Boundary variables.",4.552344083786011
e07e1529f98b,None,N/A,None,"PB1, PB4, PB5, PB7","The abstract discusses the importance and methods of studying deep roots in plants, focusing on their ecological and biogeochemical roles. However, it does not quantify or model any specific variable related to Planetary Boundaries. The mention of deep roots is primarily for background context rather than direct measurement or modeling.",3.994083881378174
35031d18c0c9,None,N/A,None,"PB1, PB2","The research focuses on the effects of mesoscale eddies on prokaryotic assemblage structure and activity in oceanic environments. The study measures specific microbial community structures and their activities, which directly relate to marine ecosystem dynamics but do not explicitly address biophysical boundaries like climate change or acidification.",3.8380308151245117
730088fdf1e2,PB4,High,None,"PB1, PB5, PB6, PB7, PB8, PB9","The research focuses on measuring the release (R) and net uptake (Unet) of nutrients in streams, specifically NH4+ and SRP. The study quantifies these biogeochemical processes to understand nutrient spiraling dynamics, directly addressing disruptions in nitrogen and phosphorus cycles due to human activity.",4.955435752868652
00050f80240e,PB4,High,None,"PB1, PB5, PB6, PB7, PB8, PB9","The research focuses on modeling ammonia (NH3) emissions resulting from inorganic nitrogen fertilizer applications to agricultural soils. The study uses the EPIC model and an air quality model to estimate NH3 emissions, directly addressing nutrient flows and their environmental impacts. This aligns with PB4's core definition of disrupting biogeochemical cycles due to human activity.",5.181671857833862
6039788ff154,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the environmental mutagenesis during the end-Permian ecological crisis, specifically examining palaeobotanical and palynological data. The study does not measure or model any of the variables directly related to the Planetary Boundaries framework as defined by biophysical processes and human impacts. It is purely historical and geological in nature.",5.055819511413574
3c0c667b5363,PB4,High,None,"PB2, PB5","The research focuses on the use of methyltrimethyltridecylchromans (MTTCs) as a molecular proxy to indicate riverine freshwater incursions into marine environments during anoxic conditions. The study measures the relative abundances of MTTCs and their co-variation with other biomarker parameters, which is directly related to biogeochemical flows and nutrient cycles in marine settings.",4.8643107414245605
cf94a74b8764,PB4,High,None,"PB1, PB2, PB3, PB5, PB6, PB7, PB8, PB9","The research measures the abundance and activity of specific prokaryotic groups in marine environments during a Phaeocystis-dominated phytoplankton bloom. The study focuses on heterotrophic bacteria and archaea, their metabolic activities, and their role in carbon cycling. This aligns with PB4 due to its focus on biogeochemical cycles involving organic matter and nutrient dynamics.",6.22617506980896
f191a837275d,PB4,High,None,"PB1, PB5","The research measures the spatio-temporal distribution and controls of dissolved inorganic carbon (DIC) concentrations, estimating rates of net community production (NCP). This biogeochemical analysis directly relates to nutrient cycles and ecosystem productivity, aligning with PB4. The focus on DIC and NCP quantification indicates a direct measurement rather than background context.",4.649139165878296
c882a9731d06,PB7,High,None,"PB4, PB5","The research measures the impact of primary producer nutritional quality on ecosystem trophic structure, leading to changes in consumer productivity and carbon cycling. This directly relates to PB7 as it focuses on biodiversity and ecological responses to human-induced changes.",3.7888376712799072
1a4300b95a49,PB4,Medium,None,"PB1, PB2, PB3, PB5, PB6, PB7, PB8, PB9","The study quantifies chemical variations in soils at catchment and hillslope scales, focusing on the redistribution of elements via vertical and lateral podzolization. This biogeochemical focus aligns with PB4's core definition of disrupting nitrogen and phosphorus cycles due to human activity, even though it is not explicitly stated as such.",5.445372819900513
2ea3de6be731,PB4,High,None,"PB1, PB2, PB3, PB5, PB6, PB7, PB8, PB9","The research measures the stable isotopes δ15N and δ13C in particulate organic matter (POM) to understand nitrogen and carbon cycles, specifically focusing on nitrate utilization by phytoplankton. This directly relates to biogeochemical flows of nutrients, particularly nitrogen, making PB4 the primary focus.",5.579405069351196
b1fb9424d9f7,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The research focuses on the thermophysical properties and environmental impact of reinforced ice structures, specifically examining their compressive, tensile, and bending strengths. The study measures these physical properties and evaluates the economic viability and environmental friendliness of such structures without delving into any biophysical planetary boundaries directly.",4.707679033279419
491cd02d01cd,PB5,High,None,"PB1, PB2, PB3, PB4, PB6, PB7, PB8, PB9","The abstract focuses on groundwater vulnerability assessment using GIS modelling in the Annapolis-Cornwallis Valley, Nova Scotia. The primary variable being measured is groundwater vulnerability, which falls under freshwater use and management. This aligns with PB5's core definition of human withdrawal and consumption of freshwater, affecting ecological and human water availability.",5.793736696243286
a8f8fca16a7f,PB7,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB8, PB9","The abstract focuses on the assessment of biodiversity, global distribution, and ecological niches of suessiacean dinoflagellates using DNA metabarcoding. The primary variable being measured is biodiversity in aquatic ecosystems, which directly relates to PB7 (Biosphere Integrity) as it involves species monitoring and habitat integrity.",5.217343330383301
81a2071c7d3b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The abstract focuses on the atmospheric correction for satellite-based sensors to measure water properties, addressing challenges in turbid waters and areas with strongly-absorbing aerosols. The primary variable being measured is related to aerosol effects on remote sensing data, which aligns directly with PB9's core definition of atmospheric aerosol loading.",5.216884613037109
7f70ba66f24a,PB1,High,None,"PB2, PB5, PB9","The research focuses on downscaling global climate models to project future precipitation patterns at regional scales, specifically in South America. The study quantifies changes in annual precipitation and dry days for central Chile under a high greenhouse gas emission scenario using the Weather Research and Forecasting (WRF) model. This analysis directly addresses human-driven alteration of the climate system through greenhouse gas emissions, aligning with PB1's core definition.",5.1841630935668945
ab931c264219,PB5,High,None,"PB1, PB2, PB3, PB4, PB6, PB7, PB8, PB9","The abstract focuses on the development of characterization factors for assessing the impacts of agricultural water consumption in relation to freshwater scarcity. The operational object is the assessment methodology for quantifying environmental impacts related to water use, which aligns with PB5's core definition of human withdrawal and consumption of freshwater. This is not merely background context but a direct analytical focus.",5.321234226226807
e94f3a3a8624,None,N/A,None,"PB1, PB4, PB5","The research focuses on deriving dietary guidelines that optimize health and environmental sustainability, excluding foods high in saturated fats, trans-fatty acids, salt, sugar, and low in fibre. While the study mentions environmental impact, it does not quantify or model any biophysical variables related to Planetary Boundaries directly.",3.9546966552734375
e9722863b198,PB7,High,"PB5, PB6","PB1, PB2, PB3, PB4, PB8, PB9","The abstract quantifies the impacts of hydropower dam construction on fisheries and agriculture in Cambodia and Vietnam, focusing on biodiversity loss and economic consequences. The primary variable measured is the reduction in fishery yields and agricultural outputs due to dam construction, which directly affects ecosystem integrity and biodiversity.",5.76194429397583
2cca03b7a82b,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The study focuses on forecasting climate change impacts, specifically changes in precipitation and temperature using the LARS-WG6.0 weather generator model under different RCP scenarios. The primary variable measured is the variation in daily climate variables (temperature and precipitation) which directly relates to human-driven alteration of the climate system through greenhouse gas emissions.",5.342466592788696
61c5ef71efb6,PB8,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB9","The abstract discusses the menace of plastic waste and its accumulation in marine environments, emphasizing the need for international cooperation to address this issue. The focus is on the presence and movement of plastic pollutants in the ocean, which aligns with PB8's core definition of novel entities released into the environment.",4.977766513824463
9275249d37b1,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the history and production of oysters in France, focusing on species replacement due to diseases. It does not measure or model any biophysical variable related to Planetary Boundaries but rather provides historical context for oyster culture. Therefore, it does not align with any PB framework.",4.655397891998291
c36b323b0cc5,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the impact of oceanic heat transport changes on global atmospheric circulation using a general circulation model. The study quantifies changes in temperature gradients, Hadley and Ferrel cell properties, and climate system efficiency. This analysis directly addresses human-driven alteration of the climate system through greenhouse gas emissions and associated warming, aligning with PB1's core definition.",5.54425048828125
3e713b4c8d88,PB5,High,PB4,"PB1, PB7","The research measures the impact of precision agriculture and conservation tillage practices on water pollution and deterioration, specifically quantifying grey water footprints based on field data. This directly aligns with PB5's focus on freshwater use and its ecological consequences due to human activities.",4.4242870807647705
efb1b08a09c7,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The paper quantifies the impacts of parameterization approximations on ocean-atmosphere exchanges, focusing specifically on wind stress, turbulent heat flux, and evaporation. These measurements directly relate to climate system processes, thus aligning with PB1's core definition of human-driven alteration through greenhouse gas emissions and associated warming.",5.190395832061768
b2e0093480c9,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the use of entropy in landscape architecture, focusing on post-industrial sites and design processes. It mentions physical models but does not quantify or model any biophysical variables related to Planetary Boundaries. The discussion is purely theoretical and contextual.",4.41646409034729
e54a64612267,None,N/A,None,"PB1, PB4, PB5","The research focuses on analyzing the intermittency properties of rainfall using high-resolution data, quantifying dry and wet intervals as well as intensity fluctuations. This analysis is primarily concerned with hydrological variability rather than direct climate drivers or impacts that would activate PB1. The study's methodology and findings are specific to rainfall patterns and their spatial variability, not broader biophysical boundaries.",4.519793510437012
a4fb643800d7,None,N/A,None,PB8,"The abstract focuses on measuring the activity concentrations of various atmospheric radionuclides in the troposphere, particularly over Europe. While this topic is closely related to environmental pollution and novel entities, it does not fit within the specific criteria for any Planetary Boundary as defined by the framework provided.",3.6331124305725098
6f65d7f2f5f8,PB6,High,PB5,"PB1, PB2, PB3, PB4, PB7, PB8, PB9","The study measures the impacts of land-cover changes on hydrological and hydraulic processes in the Agusan River Basin, including discharge, flood depth, and extent. The primary variable being quantified is land cover change, which directly affects water systems, aligning with PB6's core definition of land-system change.",5.544649362564087
662818aff829,None,N/A,None,"PB1, PB9",The abstract discusses transboundary environmental issues and the need for new paradigms in managing shared natural resources across borders. It mentions atmospheric pollution and water usage impacts but does not quantify or model these variables directly. The focus is on conceptual frameworks and governance strategies rather than biophysical measurements.,3.726224184036255
d418cdcbdedd,PB5,High,None,"PB1, PB6","The study evaluates the Surface Energy Balance System (SEBS) model using tower-based flux measurements to estimate evapotranspiration and sensible heat flux. The focus is on improving model accuracy through empirical versus field-derived aerodynamic parameters, which directly relates to freshwater use and its impact on energy balance in different land cover units.",4.367946147918701
70f693b8a76e,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the presence and behavior of water ice, OH, H2O, and exospheres in the inner solar system bodies like Mercury, the Moon, and Ceres. The study quantifies and models these volatile species' interactions with their environments but does not engage with any Earth-based Planetary Boundaries framework variables or biophysical processes relevant to human activity on Earth.",5.4130353927612305
d002a922aec5,PB6,High,"PB4, PB5","PB1, PB2, PB3, PB7, PB8, PB9","The research measures the effects of urban and agricultural land cover changes, as well as shoreline hardening on nearshore abundance patterns of 15 common taxa in coastal systems. The study focuses on ecological responses to human-induced land-system change, directly linking habitat alteration with faunal population dynamics.",5.931657075881958
fd5e38820a05,PB6,High,None,PB7,"The study measures the effects of agricultural expansion and commodity-driven deforestation on forest fragmentation characteristics using Landsat remote sensing data. It quantifies these changes and their impacts on specific species traits, focusing directly on land cover conversion and habitat alteration (PB6). The analysis is not merely background context but a core focus of the research.",4.319911241531372
